Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
13564,1,34568,1,1.77,118300,1,0,117961,302830,1,0,1,2,128231,1,2594,120410,4673,1,128230,1,1,2,81,1
13565,1,73860,1,1.77,118052,1,0,117961,117906,1,0,1,2,117908,1,55556,118979,290919,1,117905,1,1,1,1,1
13566,1,15368,1,1.77,118343,1,0,117961,300136,1,2,1,2,118425,0.558184594,131441,118292,118424,1,118422,5,1,1,3,1
13567,1,41681,1,1.77,118225,1,0,117961,127527,1,0,1,1,124196,3.434594013,17713,120663,118363,1,124194,1,1,3,1,1
13568,1,26840,1,3.54,118300,1,0,117961,117906,1,2,1,4,117908,4.223358607,5504,118514,290919,1,117905,1,1,1,2,2
13569,1,38703,1,1.77,118011,1,0,117916,164223,1,572,1,2,117973,1.628094678,24708,118599,117887,1,179731,1,1,1,26,1
13570,1,80201,1,1.77,118225,1,0,117961,130134,1,2,1,3,118454,3.036897967,127738,118403,118453,1,118451,1,1,1,4,1
13571,1,73143,1,1.77,118300,1,0,117961,138942,1,5,1,1,119353,1,3246,121216,3130,1,119351,1,1,1,5,1
13572,1,17794,1,1.77,117962,1,0,117961,279443,1,1,1,9,118779,-2.913222906,54684,118910,308574,1,118777,1,1,1,63,1
13573,1,41377,1,31.86,118343,1,0,117961,127160,1,1,1,3,118836,-1.911847693,1467,118833,118424,1,118834,1,1,1,48,1
13574,1,41115,1,12.39,118386,1,0,117961,126416,1,1441,1,1,120359,2.147673568,5177,125016,118424,1,120357,1,1,1,1,1
13575,1,25992,1,3.54,118052,1,0,117961,310997,1,0,1,1,120359,-1.062391779,15886,120356,118424,1,120357,1,1,1,1,1
13576,1,39393,1,1.77,118343,1,0,117961,174445,1,0,1,1,120099,-1.530164525,21009,149210,270488,1,120097,1,1,1,9,1
13577,1,15912,1,7.08,118327,1,0,117961,152788,1,0,1,1,118843,1,5899,120318,118643,2,118841,1,2,1,43,1
13578,1,6976,1,1.77,118300,1,0,117961,117906,2,3,1,1,118322,1,15779,19772,290919,1,118321,1,1,1,1,1
13579,1,23920,1,3.54,118343,1,0,117961,117906,1,0,1,1,117908,1.12918707,3944,118514,290919,1,117905,2,1,1,1,1
13580,1,35524,1,1.77,117954,1,0,5110,117955,1,3,1,1,117888,-0.659761222,47858,117895,117887,1,117885,1,1,1,3,1
13581,0,14569,1,1.77,118327,1,0,117961,271378,1,3,1,1,137970,-0.213584108,23304,124921,118612,1,137969,1,1,1,2022,1
13582,1,58677,1,1.77,118327,1,0,117961,127922,1,1,1,1,120692,-2.217947172,8674,120318,290919,1,120690,1,1,1,757,1
13583,0,18071,1,1.77,118225,1,0,117961,130134,1,1,1,6,118454,0.231470013,72209,124948,118453,1,118451,1,1,1,15,1
13584,1,23095,1,1.77,118300,1,0,117961,176829,1,1,1,1,135811,1.160182347,17598,118631,118331,1,135809,1,1,1,1,1
13585,1,16190,1,5.31,118327,1,0,117961,306399,1,0,1,1,118644,-0.513102932,2061,120383,118643,1,118641,1,1,1,1,1
13586,1,75178,1,1.77,118052,1,0,117961,126139,1,1,1,1,126140,0.046647279,52194,126137,124136,1,126138,1,1,1,1,1
13587,1,23095,2,1.77,117903,1,0,117902,168365,1,1,1,2,119964,0.288848461,51058,134257,118205,1,119962,1,1,1,17,1
13588,1,4674,1,1.77,118225,1,0,117961,118054,1,0,1,1,118055,2.04314235,17091,118403,117887,1,118054,1,1,1,3,1
13589,1,33246,1,5.31,118343,1,0,117961,117906,1,4,1,1,117908,1.225287658,743,118437,290919,1,117905,1,1,1,4,1
13590,1,23920,1,1.77,118343,1,0,117961,300136,1,0,1,1,118425,-0.491641908,4258,119598,118424,1,118422,1,1,1,24,1
13591,1,37007,1,5.31,117962,1,0,117961,117906,1,0,1,1,118322,2.086455063,1325,118910,290919,1,118321,1,1,1,1,1
13592,1,35375,1,10.62,118463,1,0,118315,117906,1,0,1,2,118322,1.197586637,70777,118522,290919,1,118321,1,1,1,1,1
13593,1,75442,1,1.77,118300,1,0,117961,142573,1,0,1,2,118425,-0.79462473,49440,118631,118424,1,118422,1,1,1,1,1
13594,1,80899,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1,5540,123472,290919,1,118321,1,1,1,1,1
13595,1,39263,1,5.31,119281,1,0,119280,119235,1,0,1,1,118997,-1.868821545,70480,117945,292795,1,118995,1,1,1,2,1
13596,1,4674,1,1.77,118225,1,0,117961,118448,1,0,1,1,118322,1,3000,120551,290919,1,118321,1,1,1,21,1
13597,1,78578,1,51.33,118343,1,0,117961,117906,1,2,1,4,118322,1,669,120722,290919,1,118321,1,1,1,1948,1
13598,1,3852,1,1.77,118300,1,0,117961,132642,1,1,1,1,118687,0.147168163,5504,118514,308574,1,118685,1,1,1,17,1
13599,1,75833,1,1.77,118052,1,0,117961,117906,1,0,1,1,117908,0.799623821,69225,118821,290919,1,117905,1,1,1,523,1
13600,1,31199,1,8.85,118343,1,0,117961,118362,1,0,1,1,118364,2.937171613,1030,120722,118363,1,118361,1,1,1,1,1
13601,1,80194,1,5.31,118300,1,0,117961,171056,1,0,1,11,118639,1,4945,118360,118638,1,118636,1,1,1,1,1
13602,1,34816,1,1.77,118327,1,0,117961,117906,1,1,1,8,118786,1,3236,129972,290919,1,118784,1,1,1,13,1
13603,1,4680,1,1.77,118225,1,0,117961,240983,2,3,1,7,118322,1,7338,118616,290919,1,118321,1,1,1,1,1
13604,1,7542,1,5.31,118343,1,0,117961,118362,1,1,1,1,118364,1.818456135,1030,120722,118363,1,118361,1,1,1,2,1
13605,0,37806,1,1.77,118080,1,0,118079,118177,1,5,1,2,117880,2.191933812,56680,117878,19721,1,117879,1,1,1,2,1
13606,1,31491,1,3.54,118327,1,0,117961,117906,1,0,1,5,118786,1.440871065,2641,118391,290919,1,118784,1,1,1,5,1
13607,1,74043,1,1.77,118343,1,0,117961,310608,1,1,1,1,118525,-3.430181531,6235,118437,118331,1,118523,1,1,1,1,1
13608,1,19721,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1,16974,119181,290919,1,118321,1,1,2,1,1
13609,1,18071,1,3.54,118574,1,0,118573,286106,1,0,1,1,118997,1,4361,118623,292795,1,118995,1,1,1,1,1
13610,1,18406,1,3.54,118300,1,0,117961,117906,1,0,1,4,117908,0.492212778,771,118437,290919,1,117905,1,1,1,1,1
13611,1,78839,1,3.54,117962,1,0,117961,308462,1,0,1,5,120704,-4.376288581,2354,118501,118504,1,120702,1,1,1,1,1
13612,1,42092,1,1.77,118300,1,0,117961,311622,1,2,1,1,120008,-0.420849603,5225,118458,118424,1,120006,1,1,1,286,1
13613,0,75900,1,1.77,118225,1,0,117961,117906,1,0,2,1,118261,0.259185249,7122,118403,290919,1,118259,1,1,1,42,1
13614,1,34627,1,1.77,118327,1,0,117961,117906,1,0,1,7,118786,-1.207378962,16557,120318,290919,1,118784,1,1,1,1,1
13615,1,73535,1,3.54,118343,1,0,117961,132693,1,1,1,1,132694,2.112063559,55805,118856,270488,1,132692,1,1,1,7,1
13616,1,39322,3,1.77,118343,1,0,117961,117906,1,0,1,3,117908,0.408149981,2983,118700,290919,1,117905,1,1,1,21,1
13617,1,74908,1,1.77,118386,1,0,117961,134559,1,0,1,2,117908,1,71186,118522,290919,1,117905,1,1,1,1,1
13618,1,41469,1,1.77,120865,1,0,120864,310016,1,6,1,1,184276,1,3071,139897,151277,1,184274,1,1,1,1,1
13619,1,83268,1,3.54,118300,1,0,117961,240983,1,4,1,1,118322,-2.132788482,4511,119181,290919,1,118321,1,1,1,1,1
13620,1,80722,1,8.85,118300,1,0,117961,310997,1,5,1,1,120346,-0.103458044,4864,123055,118424,1,120344,1,1,1,1,1
13621,1,77560,1,5.31,117877,1,0,117876,117879,1,0,1,5,117880,-2.19280389,5882,117878,19721,1,117879,1,1,1,1,1
13622,1,36960,1,3.54,118574,1,0,118573,127423,1,0,1,1,118943,2.364466068,49381,117945,292795,1,259173,1,1,1,21,1
13623,1,73455,1,1.77,118327,1,0,117961,117906,1,0,1,2,118322,1,50040,118391,290919,1,118321,1,1,1,1,2
13624,1,78115,1,1.77,118004,1,0,118003,117879,1,0,1,2,117880,-3.312888042,4121,117878,19721,1,117879,1,1,1,1,1
13625,1,18354,1,1.77,118225,1,0,117961,117906,1,0,1,28,118322,-2.022140869,6199,120663,290919,1,118321,1,1,1,8,1
13626,1,42976,1,5.31,118052,1,0,117961,238730,1,11,1,1,120359,1,4713,120398,118424,1,120357,1,1,1,799,1
13627,1,33641,1,19.47,117891,1,0,117890,292195,1,0,1,1,118570,3.823706788,56006,117878,19721,2,118568,1,1,1,4,1
13628,1,23920,1,1.77,118343,1,0,117961,124577,1,0,1,1,124578,1.860712251,3993,119598,118424,1,124576,1,1,1,1,1
13629,1,1019,1,3.54,118225,1,0,117961,117906,1,0,1,1,118322,1,7553,118403,290919,2,118321,1,1,1,8,1
13630,1,33139,2,5.31,118026,1,0,91261,168365,1,1,1,1,119964,1,16527,118202,118205,1,119962,1,1,1,1,1
13631,1,34923,1,136.29,120846,1,0,117887,134885,1,1,1,14,126087,1,34935,121694,119221,1,126085,1,1,1,97,1
13632,1,45348,1,5.31,117933,1,0,117932,121386,1,2,1,1,216827,1.994398667,110921,117878,19721,1,216825,1,2,1,11,1
13633,1,40996,1,1.77,118300,1,0,117961,136977,1,0,1,5,120008,2.422103686,17058,120026,118424,1,120006,1,1,1,2,1
13634,1,938,1,1.77,118225,1,0,117961,279443,1,1,1,14,118209,0.015008308,13441,122870,270488,1,118207,1,1,1,11,1
13635,1,5111,1,3.54,118596,1,0,118595,182985,1,4,1,1,120346,-1.240542943,59429,81476,118424,1,120344,1,1,1,1,1
13636,1,37650,1,1.77,118743,1,0,118742,117897,1,16,1,1,117880,5.909396496,11988,117941,19721,1,117879,1,1,1,5,1
13637,1,84817,1,1.77,118446,1,0,117961,121873,1,0,1,1,118786,2.523108043,5919,16232,290919,1,118784,1,1,1,1,2
13638,1,97455,1,1.77,118446,1,0,117961,124306,1,0,1,1,124307,2.698598497,3707,118684,118762,1,124305,1,1,1,128,1
13639,1,78517,1,1.77,118386,1,0,117961,117906,1,1,1,1,118322,1,1249,118910,290919,2,118321,1,1,1,1,1
13640,1,28326,1,3.54,118446,1,0,117961,124402,1,0,1,99,118786,0.590894401,7510,118684,290919,1,118784,2,1,1,1,1
13641,1,31824,1,3.54,118300,1,0,117961,300044,1,2,1,17,118399,1,15542,118395,118398,1,118396,1,1,1,1,1
13642,0,73064,1,1.77,118343,1,0,117961,121926,1,32,1,2,118786,0,21135,123494,290919,1,118784,1,1,1,1,1
13643,1,79091,1,1.77,118225,1,0,117961,147037,1,0,1,133,118399,-1.646372354,23224,120535,118398,1,118396,1,1,1,5,1
13644,1,80768,1,1.77,118225,1,0,117961,240983,1,9,1,1,118322,-0.798867014,7525,120551,290919,1,118321,1,1,1,1,1
13645,1,79362,1,8.85,118343,1,0,117961,310608,1,0,1,1,118525,1,6235,118437,118331,1,118523,1,1,1,1,1
13646,1,75077,1,1.77,118316,1,0,118315,129230,1,0,1,2,129231,3.173187064,92274,118522,119788,1,129229,1,1,1,1,1
13647,1,80494,1,3.54,118300,1,0,117961,311622,1,1,2,1,120008,-3.255078233,4933,118458,118424,1,120006,1,1,1,4,1
13648,1,75833,1,1.77,120343,1,0,120342,285236,1,1,1,1,123180,1,124440,121014,3130,1,123178,1,1,1,4,1
13649,1,20348,1,1.77,118076,1,1,117980,163160,1,0,1,12,128095,-3.088653615,55627,131868,119184,1,128093,1,1,1,8,1
13650,1,42092,1,7.08,118026,1,0,91261,307210,1,0,1,1,119365,1,74428,119362,118667,1,119363,1,1,1,5,1
13651,1,15713,1,1.77,118574,1,0,118573,286106,1,0,1,2,118997,0.494811038,15503,118623,292795,1,118995,1,1,1,1,1
13652,1,19997,1,1.77,118574,1,0,118573,129731,1,1,1,1,118046,1,3437,118042,270488,1,118043,1,1,1,207,1
13653,1,36048,1,1.77,118213,1,0,118212,290535,1,1,1,1,119851,-0.172663833,4757,118458,118638,1,119849,1,1,1,1,1
13654,1,45789,1,1.77,118327,1,0,117961,117906,1,0,1,1,118322,-0.14342751,8126,118320,290919,1,118321,1,1,1,32,2
13655,1,93617,1,1.77,118343,1,0,117961,118959,1,3,1,2,120774,-2.933915696,5396,119993,118960,1,120773,1,1,1,41,1
13656,1,25666,1,1.77,118026,1,0,91261,267952,3,0,1,5,121145,-1.446836834,24974,118027,249618,1,121143,1,1,1,2,1
13657,1,41648,1,1.77,117962,1,0,117961,117906,1,0,1,1,118322,1.393142429,1325,118910,290919,1,118321,1,1,1,176,1
13658,1,940,1,5.31,118300,1,0,117961,130134,1,26,1,1,118454,0.71760306,770,120722,118453,1,118451,1,1,1,3,1
13659,1,37733,1,3.54,117976,1,0,117975,117913,1,1,1,2,117888,-0.000780086,58686,117941,117887,1,117885,1,1,1,1,1
13660,1,971,1,1.77,118052,1,0,117961,125047,1,0,1,1,118705,0.661028676,51345,120417,118704,1,118702,1,1,1,66,1
13661,1,27749,1,1.77,117962,1,0,117961,279443,1,1,1,5,118779,-0.557537739,3949,118352,308574,1,118777,1,1,1,3,1
13662,1,4674,1,1.77,118413,1,0,117961,117906,1,26,1,2,118786,-0.583404039,3005,118481,290919,1,118784,1,1,1,1,1
13663,1,75244,1,1.77,117877,1,0,117876,141773,2,0,1,1,117880,-0.581549873,14368,117878,19721,1,117879,1,1,1,1,1
13664,1,43582,1,1.77,117962,1,0,117961,139296,1,0,1,2,125795,1,1755,119223,118643,1,125793,1,1,1,30,1
13665,0,23964,1,3.54,118300,1,0,117961,118443,1,0,1,1,118055,0,4729,118301,117887,1,118054,1,1,1,1,1
13666,1,31298,1,1.77,118300,1,0,117961,157234,1,0,1,1,120315,1.634617274,4219,120312,118424,1,120313,2,1,1,1,1
13667,1,74898,1,1.77,117877,1,0,117876,128802,1,5,1,1,118813,1,13414,118810,19793,1,118811,1,1,1,7,1
13668,1,20293,1,1.77,118150,1,0,117916,281735,1,0,1,1,118570,-0.23841739,77950,117941,19721,1,118568,1,1,1,1,1
13669,0,88504,1,12.39,118300,1,0,117961,310589,1,1,2,1,119851,0,13419,120059,118638,1,119849,1,1,1,91,1
13670,1,43716,1,1.77,118026,1,0,91261,117906,1,1,1,1,118322,-2.048039825,7284,118202,290919,1,118321,1,1,1,3,1
13671,0,37334,1,3.54,118052,1,0,117961,118959,1,0,1,4,120774,1.111846876,49574,118391,118960,1,120773,1,1,1,4,1
13672,1,4674,1,1.77,118343,1,0,117961,117906,1,1,1,1,118322,0.826786536,209,6104,290919,1,118321,1,1,1,1,1
13673,1,32641,2,1.77,118257,1,0,118256,286106,1,9,1,1,118997,-2.620705192,7766,118623,292795,1,118995,1,1,1,13,1
13674,1,37003,1,1.77,119091,1,0,119062,117906,1,0,2,1,117908,1,8551,118514,290919,1,117905,1,1,1,6,1
13675,1,78590,1,5.31,117894,1,0,117893,236793,1,0,1,2,133113,0.917484953,4622,117878,118870,1,133111,1,1,1,3,1
13676,1,81007,1,3.54,117969,2,0,117961,179731,1,0,1,1,117973,1.518906778,22838,19666,117887,1,179731,1,1,1,1,1
13677,1,31824,1,3.54,118300,1,0,117961,311622,1,0,1,1,120008,1,4738,118458,118424,1,120006,1,1,1,1,1
13678,1,19398,1,17.7,117940,1,0,117929,163031,1,0,1,3,118570,1.735574844,46788,117920,19721,1,118568,1,1,1,1,1
13679,1,23095,1,1.77,119091,1,0,119062,168365,1,1,1,31,119964,-1.120198915,151425,118514,118205,1,119962,1,1,1,2,1
13680,1,4674,1,1.77,118300,1,0,117961,180083,1,1,1,1,117908,0.364256565,4620,119181,290919,1,117905,1,1,1,1,1
13681,1,41487,1,3.54,117962,1,1,117961,117906,1,0,1,1,117908,0.976423063,7252,118352,290919,1,117905,1,1,1,1,1
13682,1,40866,1,1.77,118026,1,0,91261,120072,1,0,1,4,118232,1,24926,118229,249618,1,273308,2,1,1,3,1
13683,1,39332,1,3.54,118446,1,0,117961,117906,1,0,1,3,118786,3.344320568,49655,122550,290919,1,118784,1,1,1,3,1
13684,1,14996,1,44.25,118413,1,0,117961,118448,1,6,1,1,118322,1.316580666,873,120526,290919,1,118321,1,1,1,1,1
13685,1,74489,1,3.54,118225,1,0,117961,118959,2,0,1,12,120774,0.671016955,141,122273,118960,1,120773,1,1,1,1,1
13686,1,37792,1,3.54,118300,1,0,117961,117906,1,0,1,1,118322,1,771,120722,290919,1,118321,1,1,1,77,1
13687,1,45480,1,1.77,118888,1,0,118887,309291,1,0,1,26,118914,-1.991128216,5240,127284,118424,1,118912,1,1,1,1,1
13688,1,77952,1,1.77,117990,1,0,117989,124097,1,1,2,1,121070,0.743143281,79986,117920,121069,1,121067,1,1,1,1,1
13689,1,80655,1,1.77,118052,1,0,117961,118448,1,0,1,1,118322,1,50997,120539,290919,2,118321,1,1,1,4,1
13690,1,13877,1,7.08,118855,1,0,117910,130023,1,0,1,1,118570,0.058947345,73001,117884,19721,1,118568,1,1,1,1,1
13691,1,16833,2,3.54,118413,1,0,117961,240983,1,4,1,1,118786,0.185483438,221,120370,290919,1,118784,1,1,1,21,1
13692,1,33053,1,1.77,118300,1,0,117961,117906,1,0,1,8,118322,2.32318898,5652,28618,290919,1,118321,1,1,1,4,1
13693,0,31651,1,1.77,118170,1,0,118169,125711,1,0,1,2,117948,-2.367300646,2598,117945,292795,1,117946,1,1,1,1,1
13694,1,79421,1,3.54,118463,1,1,118315,190341,1,37,1,1,131254,1,41775,119214,124487,1,131252,1,1,1,2,1
13695,1,29696,1,1.77,118052,1,0,117961,119771,1,0,1,1,135742,2.09889031,8138,118378,119772,1,135740,1,1,1,1,1
13696,1,40778,1,1.77,118446,1,0,117961,117906,1,3,1,1,117908,-0.750114735,14731,118447,290919,1,117905,1,1,1,2,1
13697,1,15063,1,12.39,117962,1,0,117961,220755,1,3,2,4,117973,-2.643608749,74076,118501,117887,1,179731,1,1,1,115,1
13698,0,19841,1,1.77,118300,1,0,117961,117906,1,2,1,4,118786,0.473475977,4511,119181,290919,1,118784,1,1,1,2,1
13699,1,13877,1,1.77,118096,1,0,118095,117897,1,0,1,2,117880,-1.854685336,20596,117941,19721,1,117879,1,1,1,1,1
13700,1,40861,1,38.94,118327,1,0,117961,147114,1,0,1,1,118786,0.402271887,59347,118320,290919,1,118784,1,1,1,2,1
13701,1,81457,1,5.31,117903,1,0,117902,118036,1,0,1,7,117908,-2.206679925,15009,118783,290919,1,117905,1,1,1,2,1
13702,1,17824,1,14.16,118413,1,0,117961,302830,2,4,1,2,128231,-3.105466173,89939,122007,4673,1,128230,1,1,1,1,1
13703,1,15021,1,1.77,118343,1,0,117961,117906,1,2,1,1,118322,3.10259583,2541,118856,290919,1,118321,1,1,1,2,1
13704,0,20298,1,7.08,118085,1,0,118084,281735,1,0,1,1,118570,-0.179394715,95513,117884,19721,1,118568,1,1,1,1,1
13705,1,78577,1,3.54,119063,1,0,119062,117906,1,2,1,1,118322,1.878052989,20818,124211,290919,1,118321,1,1,1,4,1
13706,1,1019,1,3.54,118659,1,0,118658,128094,1,72,1,1,128095,1,57862,123606,119184,1,128093,1,1,1,3,1
