Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
11083,1,23801,1,1.77,118300,1,0,117961,117906,1,1,1,1,118322,1,7504,118783,290919,1,118321,3,1,1,154,1
11084,1,71235,1,1.77,118291,1,0,118290,261436,1,0,1,1,118982,1.193327289,5211,119837,118295,1,118980,1,1,1,29,1
11085,1,970,1,1.77,118300,1,0,117961,134311,1,0,1,1,120346,-1.759845658,51243,123055,118424,1,120344,2,1,1,80,1
11086,1,4674,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,2.189797192,7578,120722,290919,1,118321,2,1,1,1,1
11087,0,52687,1,1.77,118343,1,0,117961,130134,1,0,1,4,118454,0,770,119181,118453,1,118451,2,1,1,2,1
11088,1,16017,1,1.77,118300,1,0,117961,311622,1,0,1,2,118332,1,5106,118597,118331,1,307024,1,1,1,1,1
11089,1,28353,1,1.77,118343,1,0,117961,240983,1,0,1,2,118322,-1.600978087,5244,119598,290919,1,118321,1,1,1,6,1
11090,1,77294,1,1.77,118327,2,0,117961,279443,1,63,1,1,118687,3.355500626,19959,274241,308574,1,118685,1,1,1,1,1
11091,1,27754,1,1.77,118096,1,0,118095,118568,1,0,1,1,118570,-0.591734911,20596,117941,19721,1,118568,1,1,1,52,1
11092,1,75833,1,1.77,119302,1,0,119301,295130,1,0,1,2,126186,2.488125201,126191,119303,118762,1,126184,1,1,1,1,1
11093,1,31669,1,3.54,118343,1,0,117961,279443,1,0,1,1,118779,1,4362,126955,308574,1,118777,1,1,1,8,1
11094,1,20298,1,1.77,117930,1,0,117929,117886,1,0,1,3,117880,3.773013053,19051,117884,19721,1,117879,1,1,1,2,1
11095,1,78579,1,1.77,123330,1,0,122532,207648,1,19,1,1,139967,1.320766453,26042,118317,119695,1,139965,1,1,1,1,1
11096,1,1022,1,1.77,118327,1,0,117961,118448,1,0,1,39,118322,0.475721351,14785,120318,290919,2,118321,1,1,1,147,1
11097,1,41324,1,1.77,118225,1,0,117961,279443,1,1,1,1,118209,-3.045039907,13441,122870,270488,1,118207,1,1,1,1,1
11098,1,43902,1,1.77,118386,1,0,117961,117906,1,0,1,2,117908,1,4565,121961,290919,1,117905,1,1,1,2,1
11099,1,28489,1,5.31,118270,1,0,118269,117899,1,0,1,7,117900,1,50690,117878,19721,1,117899,1,1,1,1,1
11100,1,34582,2,3.54,118343,1,0,117961,240983,1,1,1,1,117908,1,6277,118437,290919,1,117905,1,1,1,2,1
11101,1,40697,1,1.77,118327,1,0,117961,117906,1,10,1,1,118786,1,2641,118391,290919,1,118784,1,1,1,1,1
11102,1,918,1,3.54,118343,1,0,117961,117906,1,19,1,2,118322,-2.147638346,1443,120722,290919,1,118321,1,1,1,2,1
11103,1,29946,1,1.77,31010,1,0,118185,281735,1,4,1,1,118570,1,60985,117884,19721,1,118568,1,1,1,1,1
11104,1,189628,1,1.77,117962,1,0,117961,279443,1,0,1,1,118687,2.828962416,2373,118501,308574,1,118685,1,1,1,7,1
11105,1,27081,1,3.54,118225,1,0,117961,122081,1,3,1,7,118705,-2.46799145,17616,120054,118704,1,118702,1,1,1,13,1
11106,1,45313,1,1.77,118551,1,0,118550,234852,1,3,1,1,118639,-1.862528822,2003,118378,118638,2,118636,1,1,1,2,1
11107,1,105079,1,1.77,118300,1,0,117961,147114,1,0,1,1,118786,-0.451766123,7460,118783,290919,1,118784,1,1,1,1,1
11108,1,18417,1,3.54,118343,1,0,117961,240983,1,0,1,1,118322,-2.011451531,5396,119993,290919,1,118321,1,1,1,1,2
11109,1,75077,1,8.85,118386,1,0,117961,127922,1,0,1,2,120692,1,6107,118404,290919,1,120690,1,1,1,1411,1
11110,1,90517,1,3.54,117962,1,0,117961,117906,1,1,1,1,117908,1,7252,118352,290919,1,117905,1,1,1,13,1
11111,1,79091,1,7.08,118343,1,0,117961,120690,1,1,1,1,120692,-1.910682155,1447,120722,290919,1,120690,1,1,1,1,1
11112,1,25733,1,44.25,118343,1,0,117961,133686,1,0,1,1,119435,1.945163864,3993,120126,118424,1,119433,1,1,1,2,1
11113,1,37259,1,7.08,117877,1,0,117876,179860,1,0,1,1,118570,0.21355621,4299,117878,19721,1,118568,1,1,1,3,1
11114,1,45443,1,1.77,118327,1,0,117961,311441,1,1,1,1,118892,0.72942788,50117,118507,118398,1,118890,1,1,1,6,2
11115,1,916,1,1.77,118300,1,0,117961,128942,1,1,1,1,121471,1.409464383,3722,120059,118424,1,121469,1,1,1,4,1
11116,1,75648,1,1.77,118343,1,0,117961,165715,1,0,1,10,118786,1,4370,118514,290919,1,118784,1,1,1,4,1
11117,1,25284,1,1.77,118413,1,0,117961,117906,1,0,1,1,117908,-0.065175318,88570,120370,290919,1,117905,1,1,1,26,1
11118,1,43394,1,3.54,118753,1,0,118752,118806,3,0,2,3,118807,-0.464893732,15644,117945,118474,1,118805,1,1,1,4,1
11119,1,39332,1,8.85,118026,1,0,91261,126309,1,0,1,3,118454,-2.659995018,72039,118706,118453,1,118451,1,1,1,1,1
11120,1,70451,1,1.77,118954,1,0,118953,281735,1,3,1,1,118570,1,58590,117884,19721,1,118568,1,1,1,4,1
11121,1,110056,1,1.77,118413,2,0,117961,117906,1,0,1,2,118322,1.010313147,51761,120370,290919,1,118321,1,1,1,4,1
11122,1,18071,1,84.96,118170,1,0,118169,143905,1,0,1,1,118943,-0.252505742,15459,135245,292795,1,259173,1,1,1,1,1
11123,1,4674,1,1.77,118327,1,0,117961,118537,1,0,1,1,118539,1,81075,204054,308574,1,118536,1,1,1,1,1
11124,1,79020,1,3.54,120141,1,0,120140,125738,1,1,1,3275,119951,1.044353249,49962,118492,290919,1,119949,1,1,1,3,1
11125,1,37950,1,1.77,118102,1,0,117890,117899,1,0,1,14,117900,-0.878867519,58296,117878,19721,1,117899,1,1,1,47,1
11126,1,74309,1,38.94,118291,1,0,118290,170518,1,0,1,24,120791,3.677120135,4977,127284,118424,1,120789,1,1,1,9,1
11127,1,80540,1,1.77,118213,1,0,118212,311441,1,0,1,1,120649,0.13321242,2344,120823,118398,1,120647,1,1,1,1,1
11128,1,38278,1,1.77,117927,1,0,117926,281735,1,0,1,1,118570,0.52520423,27915,117941,19721,1,118568,1,1,1,16,1
11129,1,18417,1,1.77,118291,1,0,118290,243787,2,0,1,3,118425,-0.467554919,4931,120026,118424,1,118422,1,1,1,1,1
11130,1,36019,1,1.77,118220,1,0,118219,130218,1,11,1,2,118779,0.530884839,2163,120694,308574,1,118777,1,1,1,1,1
11131,1,74345,1,10.62,118052,1,0,117961,117906,1,1,1,2,117908,0.919365296,7624,119742,290919,1,117905,1,1,1,2,1
11132,1,45054,1,1.77,118300,1,0,117961,117906,1,8,1,4,118322,1,19839,123201,290919,1,118321,1,1,1,3,1
11133,1,45903,1,23.01,118041,1,0,117902,280788,1,0,1,1,119082,-2.93217658,73407,118556,292795,1,280788,1,1,1,1,1
11134,1,34429,1,1.77,118343,1,0,117961,117906,1,4,1,9,117908,1.401100599,3881,118514,290919,1,117905,1,1,1,1,4
11135,1,42084,1,1.77,118124,1,0,117926,117886,1,0,2,3,117880,-0.019903746,46512,117941,19721,2,117879,1,1,1,1,1
11136,1,75077,1,3.54,118316,1,0,118315,126747,1,2,1,1,126748,-0.732275252,20946,126745,118467,1,126746,1,1,1,2,1
11137,1,79091,1,3.54,118446,1,0,117961,166884,1,0,1,1,120623,0.301866659,13330,119969,19793,1,120621,1,1,1,2,1
11138,1,39645,1,7.08,117962,1,0,117961,117906,1,0,1,1,120692,-2.193401298,23198,118352,290919,1,120690,1,1,1,11,1
11139,1,837,1,47.79,117903,1,0,117902,122352,1,0,1,1,120954,1,1895,118783,118453,1,120952,1,1,2,1,1
11140,1,7542,1,17.7,118225,1,0,117961,117906,1,15,1,6,118322,1,249,118403,290919,1,118321,1,1,1,235,1
11141,1,27123,1,3.54,118327,1,0,117961,123881,2,2,1,1,118644,-1.022357518,46254,126310,118643,1,118641,1,1,1,1,1
11142,1,95754,1,15.93,118300,1,0,117961,124424,1,0,1,1,118055,1,7530,118514,117887,1,118054,2,2,2,2,1
11143,1,35209,1,12.39,118386,1,0,117961,240983,1,1,1,1,117908,1,5697,118692,290919,1,117905,1,1,1,2,1
11144,1,15029,1,1.77,118225,1,0,117961,117906,1,0,1,72,117908,1,6199,120663,290919,1,117905,1,1,1,149,1
11145,1,17307,1,1.77,118052,1,0,117961,117906,1,1,1,1,118786,0.306505452,16244,120318,290919,1,118784,1,1,1,1,1
11146,1,42084,1,1.77,118291,1,0,118290,142386,1,5,1,1,120346,-2.285207295,46462,119837,118424,1,120344,1,1,1,7,1
11147,1,33053,1,1.77,118300,1,0,117961,157234,1,1,1,6,120315,1,4219,120312,118424,1,120313,1,1,1,12,1
11148,1,78175,1,1.77,117962,1,0,117961,240983,1,0,1,1,117908,2.989358572,7408,118352,290919,1,117905,2,1,1,62,1
11149,1,20298,1,3.54,117930,1,0,117929,117913,3,0,1,1,117888,-1.777870597,90539,117884,117887,1,117885,1,1,1,7,1
11150,1,35787,1,3.54,118327,1,0,117961,149216,1,1,1,14,118892,0.726736653,124899,120171,118398,1,118890,1,1,1,14,1
11151,1,23178,1,5.31,118300,1,0,117961,171184,1,0,1,1,118786,1,5504,118514,290919,1,118784,1,1,1,2,1
11152,1,44640,1,1.77,118300,1,0,117961,124577,1,0,1,1,124578,1.373156436,3645,118631,118424,1,124576,1,1,1,2,1
11153,1,33242,1,1.77,118300,1,0,117961,139689,1,0,1,1,118687,-1.208440513,1409,118437,308574,1,118685,1,1,1,2,1
11154,1,43905,1,1.77,118300,1,0,117961,117906,1,3,1,11,118322,3.941264421,49283,119181,290919,1,118321,1,1,1,6,1
11155,0,79298,1,10.62,118041,1,0,117902,118044,1,6,1,30,118046,-3.063860514,17614,118042,270488,1,118043,1,1,1,1,1
11156,1,15731,1,1.77,118300,1,0,117961,302830,1,2,1,2,128231,1,2594,120410,4673,1,128230,1,1,1,1,1
11157,1,72000,1,1.77,118446,1,0,117961,117906,1,9,1,1,118279,0.549529001,50806,119961,290919,1,118278,1,1,1,5,1
11158,1,3852,1,1.77,118343,1,1,117961,117906,1,30,1,1,117908,2.882177035,1840,118514,290919,1,117905,1,1,1,1,1
11159,1,80191,1,1.77,118343,1,0,117961,118959,1,0,1,1,120774,0.723465306,5396,120270,118960,1,120773,1,1,1,3,1
11160,1,14353,1,1.77,117917,1,0,117916,186980,1,0,1,2,118570,-3.340441836,58488,117920,19721,1,118568,1,1,1,2,1
11161,1,31008,1,1.77,118386,1,0,117961,117906,1,1,1,1,118786,-1.024236567,5697,118692,290919,1,118784,1,1,1,12,1
11162,1,1097,1,3.54,118343,1,0,117961,197103,1,22,1,1,118687,0.585604171,7079,118514,308574,1,118685,1,1,1,3,1
11163,1,40728,1,14.16,118300,1,0,117961,302830,1,1,1,3,119348,1.842031093,770,119181,4673,1,119346,1,1,1,15,1
11164,1,971,1,1.77,118300,1,0,117961,133686,1,12,1,3,119435,1,4145,120026,118424,1,119433,2,1,1,15,1
11165,1,6976,1,1.77,118220,1,0,118219,215880,1,4,1,1,124888,0.91109118,2109,120694,118643,1,124886,1,1,1,2,1
11166,1,101781,1,1.77,118052,1,0,117961,142587,1,0,1,1,121596,0.487008806,18450,118821,4673,1,121594,1,1,1,5,2
11167,1,45855,1,15.93,118327,1,0,117961,129910,1,4,1,1,129911,1,70243,118492,118453,1,129909,1,1,1,2,1
11168,1,79091,1,1.77,118300,1,0,117961,118959,1,0,1,11,118961,-1.293034854,1409,118437,118960,1,118958,1,1,1,21,1
11169,1,76561,1,1.77,118446,1,0,117961,117906,1,1,1,4,117908,3.533143438,17550,118684,290919,1,117905,1,1,1,3,1
11170,1,111911,1,17.7,118413,1,0,117961,118959,1,0,1,1,120774,0.268827939,2270,277693,118960,1,120773,2,1,1,1,1
11171,1,30563,1,7.08,118300,1,0,117961,117906,1,11,1,4,117908,1,2594,123472,290919,1,117905,1,1,1,2,1
11172,1,38469,1,79.65,118671,1,0,118670,117913,1,1,1,1,117898,1,30461,117895,117887,1,117896,1,1,1,3,1
11173,1,4674,1,1.77,118300,1,0,117961,118785,1,0,1,1,118786,1,53190,19772,290919,1,118784,1,1,1,515,1
11174,0,20298,1,3.54,117930,1,0,117929,255789,1,0,1,1,117973,-2.364426563,16641,119569,117887,1,179731,1,1,1,27,1
11175,1,5044,1,1.77,118300,1,0,117961,202649,1,0,1,1,120346,-0.786023594,17251,121108,118424,1,120344,1,1,1,1,1
11176,1,89858,1,21.24,118327,1,0,117961,117906,1,31,1,1,118322,-3.889483839,42230,118744,290919,1,118321,1,1,1,3,1
11177,1,16339,1,1.77,118300,1,0,117961,130134,1,1,1,4,128424,1.582040027,25557,121951,118453,1,128422,1,1,1,1,1
11178,1,19754,1,10.62,119091,1,0,119062,147114,1,32,1,1,118786,1.820628402,7022,118535,290919,1,118784,1,1,1,3,1
11179,1,34024,1,12.39,118291,1,0,118290,141929,1,0,1,1,120346,-0.611707802,2717,118979,118424,1,120344,1,1,1,2,1
11180,1,75953,1,1.77,118386,1,0,117961,132054,1,0,1,6,118687,1,5177,125016,308574,1,118685,1,1,2,1,1
11181,1,81296,1,5.31,117962,1,0,117961,117906,1,0,1,1,117908,-2.056839767,1249,118910,290919,1,117905,1,1,1,1,1
11182,1,926,1,5.31,118343,1,0,117961,125794,1,6,1,2,125795,-0.304852222,16971,119993,118643,2,125793,1,1,1,104,1
11183,1,17307,1,1.77,118300,1,0,117961,129545,1,0,1,1,120008,1,2395,123055,118424,1,120006,1,1,1,18,1
11184,1,38480,1,3.54,121519,1,0,121518,117913,1,0,1,1,117888,1,14567,117895,117887,1,117885,1,1,1,3,1
11185,1,75077,1,1.77,119171,1,0,119170,141331,1,0,1,2,118532,0.51746341,20970,126745,118131,1,118530,1,1,1,4,2
11186,1,31440,1,1.77,118343,1,0,117961,310589,1,2,1,1,118639,-1.906122189,5143,123125,118638,1,118636,1,1,1,2,1
11187,1,74981,1,1.77,118217,1,0,118216,123998,1,1,1,1,117973,-3.489754648,18310,118846,117887,1,179731,1,1,1,2,1
11188,1,39543,1,3.54,118225,1,0,117961,240983,1,0,1,1,117908,1,249,118403,290919,1,117905,1,1,1,1,1
11189,1,20271,1,1.77,117911,1,0,117910,117913,1,0,1,4,117888,1,71161,117941,117887,1,117885,1,1,1,1,1
11190,1,13877,1,1.77,118011,1,0,117916,117886,1,0,1,2,117880,-1.072295882,71982,117884,19721,1,117879,1,1,1,7,1
11191,1,3660,1,15.93,123999,1,0,117882,122180,1,0,1,1,118055,1.239995565,49024,118552,117887,1,118054,1,1,1,160,1
11192,1,36499,1,8.85,118583,1,0,118582,117946,2,1,1,1,117898,1,35676,117945,117887,1,117896,1,1,1,1,2
11193,1,39393,1,1.77,118291,1,0,118290,308262,1,0,1,1,118399,0.791162572,2710,120823,118398,1,118396,1,1,1,1,1
11194,1,80232,1,1.77,117903,1,0,117902,302830,1,3,1,3,119348,-0.726718633,44038,118910,4673,1,119346,1,1,1,3,1
11195,0,76464,1,14.16,118291,1,0,118290,269406,1,0,1,1,118399,-0.918092105,2710,120823,118398,1,118396,1,1,1,76,1
11196,1,43304,1,1.77,118300,1,0,117961,279443,1,1,1,1,118779,-4.70504202,16668,118514,308574,1,118777,1,1,1,3,1
11197,1,45651,1,7.08,118225,1,0,117961,117906,1,0,1,1,117908,1,7338,119924,290919,1,117905,1,1,1,18,1
11198,1,107223,1,3.54,117962,1,0,117961,131844,1,0,1,1,123738,0.826275654,2299,119223,118960,1,123737,2,1,1,34,1
11199,1,42092,1,5.31,118343,1,0,117961,133686,1,1,1,1,119435,1.980988035,4951,120126,118424,1,119433,1,1,1,1,1
11200,1,4674,1,1.77,118327,1,0,117961,125206,1,0,1,3,118322,1,121925,118933,290919,1,118321,1,1,1,126,1
11201,1,75833,1,1.77,118991,1,0,118990,120828,1,0,1,2,117908,0.531567729,7583,118992,290919,1,117905,1,1,1,1,1
11202,1,37259,1,5.31,118291,1,0,118290,209876,1,0,1,1,120791,1,5202,124668,118424,1,120789,1,1,1,2,1
11203,1,6976,2,1.77,118446,1,0,117961,118260,1,0,1,1,118279,2.036803044,7014,119961,290919,1,118278,1,1,1,13,1
11204,1,80309,1,15.93,117877,1,0,117876,163031,1,11,1,111,247660,-3.242465312,2378,117878,19721,1,247659,1,1,1,13,2
