Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
428,0,33165,1,1.77,118213,1,0,118212,164945,1,0,1,1,119851,-0.017756643,25329,124449,118638,1,119849,1,1,1,4,1
437,0,78366,1,1.77,118052,1,1,117961,117906,2,0,1,1,118322,0,54618,118992,290919,1,118321,1,1,1,1,1
459,0,6959,1,3.54,118300,1,0,117961,118448,1,0,1,4,118322,3.225664865,1398,120722,290919,1,118321,1,1,1,370,1
461,0,966,1,1.77,119281,1,0,119280,193644,1,0,1,5,126685,0,51733,117945,292795,1,126684,1,1,1,6,1
503,0,80762,1,1.77,118052,1,0,117961,117906,1,4,1,68,118322,0.562010299,17789,119986,290919,1,118321,1,1,1,2,1
533,0,45802,1,1.77,117979,1,0,117978,281735,1,1,1,1,118570,3.600460067,62242,117941,19721,1,118568,1,1,1,52,1
553,0,80142,1,1.77,118413,1,0,117961,117906,1,0,1,1,118322,0,3005,118481,290919,1,118321,1,1,1,3,1
565,0,39630,1,1.77,119256,1,0,117961,118806,1,0,1,1,118997,0.968874237,1736,119257,292795,1,118995,1,1,1,1,1
567,0,14569,1,1.77,118327,1,0,117961,117906,1,0,1,1,118322,-5.17253692,2318,118933,290919,4,118321,1,1,1,1,1
602,0,21731,1,1.77,118300,1,0,117961,157234,1,2,1,1,124421,0.221634248,6252,120312,118424,1,124419,1,1,1,1,1
605,0,80084,1,8.85,118052,1,0,117961,117906,1,12,1,4,118322,-2.539877589,7551,118867,290919,1,118321,1,1,1,9,1
606,0,40130,1,1.77,118300,1,0,117961,279443,1,2,1,1,118779,-3.064036323,7524,118437,308574,1,118777,1,1,1,108,1
645,0,40776,1,28.32,31010,1,0,118185,117913,1,12,1,1,117888,0,31851,117941,117887,1,117885,1,2,1,4,1
654,0,33238,1,1.77,117903,1,0,117902,118368,1,0,1,4,118030,4.307138097,1727,118507,117887,1,118028,1,1,1,1,1
673,0,32269,1,23.01,118300,1,0,117961,118054,1,0,1,6,118055,-2.586343659,3618,118631,117887,1,118054,1,1,1,1,1
683,0,44982,1,1.77,118026,1,0,91261,128423,1,0,1,5,128424,0.449760352,70078,118063,118453,1,128422,1,1,1,1,1
687,0,6976,1,1.77,118386,1,0,117961,118785,1,0,1,3,118786,0.317605576,71387,118522,290919,1,118784,1,1,1,1,1
697,0,73501,1,1.77,122974,1,0,122880,117946,1,0,1,1,118046,0,2685,117945,270488,1,118043,1,1,1,1,1
750,0,81323,1,3.54,118026,1,0,91261,117906,1,0,1,1,117908,-2.624837336,8115,118202,290919,1,117905,1,1,1,2,1
761,0,43622,1,5.31,118386,1,0,117961,117906,1,0,1,1,117908,-2.03978827,2612,123901,290919,1,117905,1,1,1,30,1
770,0,37736,1,1.77,118080,1,0,118079,118177,1,0,1,1,117880,2.402385316,50327,117878,19721,1,117879,1,1,1,2766,1
809,0,38717,1,12.39,118080,1,0,118079,118177,1,2,1,6,117880,2.052841108,50488,117878,19721,1,117879,1,1,1,5,1
825,0,13877,1,8.85,118102,1,0,117890,117879,1,0,1,1,117880,0.156836715,4560,117878,19721,1,117879,1,1,1,1,1
837,0,34432,1,1.77,118052,1,0,117961,127126,1,1,1,2,118786,0,17244,120398,290919,1,118784,1,1,1,6,1
840,0,34923,1,3.54,118343,1,0,117961,117906,1,0,1,1,118322,0,3881,118514,290919,3,118321,1,1,1,190,1
854,0,33053,1,1.77,118052,1,0,117961,164160,1,0,1,3,122069,2.214528734,4713,120398,118424,1,122067,1,1,1,11,1
861,0,80500,1,1.77,117962,1,0,117961,117906,1,138,1,1,118322,0.005685931,19717,118352,290919,1,118321,1,1,1,5,1
866,0,15713,1,1.77,119281,1,0,119280,130662,1,0,1,1,117948,0,18097,117945,292795,1,117946,1,1,1,7,1
874,0,17225,1,1.77,118888,1,0,118887,303717,1,0,1,2,120346,2.088341127,2837,118631,118424,1,120344,1,1,1,1,1
884,0,75875,1,1.77,119281,1,0,119280,130662,1,0,1,6,117948,0,18097,117945,292795,1,117946,1,1,1,3,1
948,0,33053,1,1.77,118300,1,0,117961,153285,1,1,1,1,118926,0,3656,118631,118667,1,118924,1,1,1,1,1
951,0,33242,1,1.77,118300,1,0,117961,117906,1,0,1,1,118786,4.364775777,1915,119181,290919,1,118784,1,1,1,7,1
953,0,18266,1,1.77,118225,1,0,117961,131163,1,0,1,1,121596,0,3053,120663,4673,1,121594,1,1,1,2,1
960,0,25392,1,5.31,118603,1,0,118602,118568,1,0,1,1,118570,-0.078872704,278563,117941,19721,1,118568,1,1,1,3,1
991,0,27395,1,3.54,118343,1,0,117961,240983,1,2,1,1,118322,-0.376586249,1840,118514,290919,1,118321,1,1,1,2,1
995,0,31448,1,1.77,118386,1,0,117961,117906,1,95,1,1,118322,0,19832,123757,290919,1,118321,1,1,1,10,1
1000,0,40282,1,3.54,117962,1,0,117961,117906,1,0,1,1,118322,0,19760,118352,290919,1,118321,1,1,1,5,1
1002,0,19974,1,1.77,118300,1,0,117961,279443,1,0,1,1,118779,-0.29794534,6982,118783,308574,1,118777,1,1,1,2,1
1009,0,77306,1,1.77,119135,1,0,119134,199346,1,0,1,1,117898,0,6256,118437,117887,1,117896,1,1,1,4,1
1012,0,74775,1,3.54,118386,1,0,117961,117906,1,0,1,1,118322,1.86287267,15504,123656,290919,1,118321,1,1,3,3,1
1019,0,42040,1,35.4,118225,1,0,117961,133249,1,10,1,1,118892,-1.34655014,20447,120283,118398,1,118890,1,1,1,2,1
1026,0,74141,1,81.42,117962,1,0,117961,240983,1,3,1,3,117908,2.139416082,19717,118352,290919,1,117905,1,1,1,54,1
1065,0,43871,1,1.77,118413,1,0,117961,118260,1,1,1,1,132673,1.782399588,49850,122007,290919,1,132671,1,1,1,1,1
1070,0,28492,1,15.93,118603,1,0,118602,117899,1,0,1,1,117900,0,14695,117941,19721,1,117899,1,1,1,2,1
1116,0,20742,1,1.77,118085,1,0,118084,117886,4,0,1,1,117880,0,51871,117941,19721,1,117879,1,1,1,2,1
1123,0,38390,1,1.77,118080,1,0,118079,118177,1,0,1,2,117880,0,119058,117878,19721,1,117879,1,1,1,2,1
1148,0,43230,1,3.54,118300,1,0,117961,302830,1,7,1,7,128231,0,2594,120410,4673,1,128230,1,1,1,1,1
1160,0,20291,1,1.77,118124,1,0,117926,117913,1,0,1,1,117888,0,666,117920,117887,1,117885,1,1,1,13,1
1181,0,6976,1,3.54,118300,1,0,117961,117906,1,6,1,5,118786,0,7212,124725,290919,1,118784,1,1,1,9,1
1195,0,41311,1,12.39,117944,1,0,117943,207240,1,0,1,1,118276,0.319042555,15409,117945,292795,1,118274,1,1,1,1,1
1240,0,38480,1,1.77,118080,1,0,118079,118177,1,0,1,1,117880,-1.049175546,56591,117878,19721,1,117879,1,1,1,5,1
1248,0,33146,1,1.77,118300,1,0,117961,117906,1,11,1,2,118322,4.237619743,4341,118957,290919,1,118321,1,2,1,26,1
1252,0,20363,1,1.77,118300,1,1,117961,117906,2,1,1,1,118322,0,4341,118957,290919,1,118321,1,1,2,17,1
1282,0,37444,2,1.77,117962,1,0,117961,117906,1,2,1,1,118322,0.69206465,19717,118352,290919,1,118321,1,1,1,6,1
1287,0,80523,1,1.77,118446,1,0,117961,117906,1,0,1,1,118322,0.721578619,5919,16232,290919,1,118321,1,1,1,1,1
1301,0,80497,1,28.32,118300,1,0,117961,117906,1,0,1,3,118322,-3.265819053,15779,19772,290919,1,118321,1,1,1,1,1
1339,0,21750,1,1.77,118386,1,0,117961,117906,2,1,1,3,118322,-0.179889994,8091,118522,290919,1,118321,1,1,1,3,1
1348,0,72177,1,1283.25,118991,1,0,118990,117906,1,0,1,5,118322,0,7583,118992,290919,1,118321,1,1,1,1,1
1389,0,88997,1,1.77,119091,1,0,119062,121556,1,0,1,1,118786,2.583423553,19830,123125,290919,1,118784,1,1,1,5,1
1394,0,20292,1,1.77,119256,1,0,117961,122492,1,0,1,2,117948,1.202100439,15978,119257,292795,1,117946,1,1,1,1,1
1396,0,42968,1,1.77,117962,1,0,117961,117906,1,1,1,2,118322,-2.190571245,19717,118352,290919,1,118321,1,1,1,72,1
1412,0,18912,1,19.47,117930,1,0,117929,117886,1,0,1,4,117880,0.450960412,22362,117920,19721,1,117879,1,1,1,23,1
1439,0,13877,1,1.77,117981,1,0,117980,167397,1,1,1,1,119325,2.817955906,57819,118810,19793,1,119323,1,1,1,58,1
1443,0,79091,1,1.77,118300,2,0,117961,310997,1,3,1,3,120346,-0.364109022,5043,118458,118424,1,120344,1,1,1,71,1
1468,0,18071,1,1.77,119256,1,0,117961,280788,1,7,1,1,119082,0.423766363,18080,119257,292795,1,280788,1,1,1,1,1
1477,0,22955,1,3.54,118386,1,0,117961,240983,1,0,1,1,117908,0.647171008,3889,121668,290919,1,117905,1,1,1,19,1
1484,0,18071,1,1.77,118257,1,0,118256,286106,1,0,1,1,118997,0,46663,118623,292795,1,118995,1,1,1,1,1
1509,0,38710,1,1.77,118225,1,0,117961,117906,1,0,1,1,118322,-1.394389374,4515,119824,290919,1,118321,1,2,1,7,1
1516,0,16494,1,1.77,118446,1,0,117961,279443,1,0,1,1,118779,3.268216821,26009,119986,308574,1,118777,1,1,1,1,1
1535,0,16017,1,1.77,118300,1,0,117961,153802,1,2,1,1,118454,1.853574421,14855,123719,118453,1,118451,1,1,1,2,1
1536,0,43315,1,1.77,118225,1,0,117961,118448,1,0,1,1,118322,1.267778932,3838,119924,290919,1,118321,1,1,1,6,1
1539,0,1968,1,8.85,117936,1,0,117935,130218,1,0,1,8,118639,-2.304687048,2163,120694,118638,1,118636,1,1,1,1,1
1616,0,18912,1,3.54,117930,1,0,117929,119425,1,1,1,6,117973,-2.477764369,21000,119569,117887,1,179731,1,1,1,1,1
1733,0,36479,1,1.77,119091,1,0,119062,117906,1,1,1,1,118322,0,108868,120297,290919,1,118321,1,1,1,5,1
1766,0,20882,1,8.85,121013,1,0,120864,269406,1,2,1,4,118399,0,3811,118395,118398,1,118396,1,1,1,7,1
1786,0,1021,1,1.77,118386,1,0,117961,121556,1,0,1,2,118786,0,6108,118404,290919,1,118784,1,1,1,3,1
1797,0,80783,1,1.77,118052,1,0,117961,117906,1,0,1,5,118322,-2.164945893,69225,118821,290919,1,118321,1,1,1,2,1
1798,0,919,1,1.77,118343,1,0,117961,117906,1,0,1,2,117908,1.913520913,14811,118344,290919,1,117905,1,1,1,115,1
1809,0,29094,1,3.54,118220,1,0,118219,117897,1,0,1,8,117900,0,22871,118008,19721,1,117899,1,2,1,1,1
1819,0,80124,1,1.77,120865,1,0,120864,117906,2,0,1,1,117908,-1.188397709,8698,119824,290919,1,117905,1,1,1,16,1
1820,0,75833,1,5.31,119836,1,0,118212,140424,1,0,1,1,118486,0,17235,119837,117887,1,118368,1,1,1,4,2
1821,0,14924,1,5.31,117962,1,0,117961,117906,1,2,1,2,118322,2.869794445,20361,118352,290919,1,118321,1,1,1,2,1
1830,0,95263,1,5.31,118446,1,0,117961,302830,1,1,1,1,119348,0,14731,118447,4673,1,119346,1,1,1,1,1
1833,0,15722,1,7.08,118225,1,1,117961,123784,1,0,1,2,118565,-1.638497874,3270,122870,270488,1,118563,1,1,1,1,1
1855,0,38402,1,1.77,117962,1,0,117961,117906,1,0,1,3,118322,0,7370,118481,290919,1,118321,1,1,1,2,1
1860,0,18417,1,12.39,117969,1,0,117961,145499,1,0,1,7,120649,0,21261,118970,118398,1,120647,1,1,1,2,1
1901,0,4674,1,5.31,118300,1,0,117961,132731,2,0,1,1,119194,0,2229,118450,119184,1,119192,1,1,1,1,1
1909,0,39263,1,1.77,118257,1,0,118256,286106,1,4,1,2,118997,1.29522416,32795,118623,292795,1,118995,1,1,1,1,1
1922,0,80567,1,1.77,118386,1,0,117961,117906,1,2,1,1,118322,-1.290317509,18044,118522,290919,1,118321,1,1,1,36,1
1925,0,78105,1,1.77,118150,1,0,117916,159905,1,0,1,1,118570,0.835876159,50613,118810,19721,1,118568,1,1,1,22,1
1927,0,73492,1,123.9,118041,1,0,117902,118044,1,0,1,1,118046,1.769698025,17614,118042,270488,1,118043,1,1,1,25,1
1946,0,35375,1,1.77,118463,1,0,118315,121926,1,1,1,1,118786,0,28152,120361,290919,1,118784,1,1,1,1,1
1952,0,38725,1,1.77,118603,1,0,118602,117897,1,9,1,1,117880,5.461839088,56227,118008,19721,1,117879,1,1,1,3,1
2002,0,302048,1,1.77,118170,1,0,118169,125711,1,1,1,10,117948,0,20533,117945,292795,1,117946,1,1,1,5,1
2003,0,35871,1,1.77,118225,1,0,117961,301534,1,0,1,1,118982,-2.588794129,14862,118403,118295,1,118980,1,1,1,7,1
2004,0,36366,1,1.77,118446,1,0,117961,168365,1,0,1,1,118319,0,17728,119986,118205,1,118318,1,1,1,28,1
2063,0,34949,1,3.54,118386,1,0,117961,121873,1,12,1,2,118786,1.951068817,19829,118896,290919,1,118784,1,1,1,1,1
2075,0,31824,2,1.77,119135,1,0,119134,284481,1,0,1,1,119589,0,16643,118701,118704,1,119587,1,1,1,1,1
2080,0,23193,1,3.54,118343,1,0,117961,117906,1,3,1,3,118322,0,1443,120722,290919,1,118321,1,1,1,1,1
2098,0,16766,1,1.77,118225,1,0,117961,123784,1,4,1,2,118565,-3.02874347,3270,122870,270488,1,118563,1,1,1,3,1
2108,0,27123,1,223.02,118052,1,0,117961,117906,1,29,1,1,118322,0.390597298,4084,118992,290919,1,118321,1,1,1,1,1
2131,0,39368,2,1.77,118343,1,0,117961,117906,1,0,1,1,117908,0.045000021,14811,118344,290919,1,117905,1,1,1,3,1
2136,0,75875,1,1.77,119070,1,0,118752,280788,1,0,1,3,119082,2.204600947,49374,118754,292795,1,280788,1,1,1,1,1
2164,0,35296,1,3.54,118225,1,0,117961,306399,1,0,1,1,118644,0.750258085,3053,120663,118643,1,118641,1,1,1,1,1
2176,0,39367,1,3.54,118343,1,0,117961,117906,1,1,1,2,117908,0.70877763,14811,118344,290919,1,117905,1,1,1,2,1
2201,0,20286,1,7.08,118080,1,0,118079,118177,1,0,1,1,117880,-2.197229102,119058,117878,19721,1,117879,1,1,1,2,1
2245,0,26808,1,1.77,118327,1,0,117961,235272,1,8,1,5,118322,-2.301819631,4576,118391,290919,1,118321,1,1,1,8,1
2247,0,32269,1,12.39,118386,1,0,117961,118537,1,36,1,2,118539,0,60789,118522,308574,1,118536,1,1,1,1,1
2251,0,33247,1,1.77,118343,1,0,117961,133686,1,0,1,3,123617,1.038276378,4952,120126,118424,1,123615,1,1,1,1,1
2266,0,23095,1,1.77,118343,1,0,117961,117906,1,0,1,2,117908,-0.654563695,7578,120722,290919,1,117905,1,1,1,10,1
2267,0,17291,1,1.77,120811,1,0,120810,209654,1,0,1,8,119222,1.87780567,182078,121014,119221,1,119219,1,1,1,2,1
2281,0,79091,1,15.93,118052,1,0,117961,118785,1,27,1,1,118786,0,54618,118992,290919,1,118784,1,1,1,1,1
2301,0,73104,1,10.62,118327,1,0,117961,138290,1,0,1,1,118892,-4.135660208,131053,118507,118398,1,118890,1,1,1,1,1
2306,0,32641,2,1.77,119281,1,0,119280,132803,1,2,1,3,118132,0,15557,117945,118131,1,118129,1,1,1,2101,1
2319,0,37792,1,1.77,117891,1,0,117890,117879,1,0,1,1,117880,-1.309991378,17695,117878,19721,1,117879,1,1,1,207,1
2348,0,42870,1,1.77,119597,1,0,119596,301124,1,6,1,1,120791,0,5228,168533,118424,1,120789,1,1,1,5,1
2359,0,14353,1,8.85,118343,1,1,117961,117906,1,0,1,1,118322,1.600520187,6278,120722,290919,1,118321,1,1,1,8,1
2369,0,42913,1,1.77,118587,1,0,118216,139264,1,1,1,1,128095,-1.346300692,2078,117920,119184,1,128093,1,2,1,79,1
2371,0,14844,1,1.77,118052,1,0,117961,117906,2,0,1,5,118786,-0.38882813,16244,120318,290919,1,118784,1,1,1,1,1
2436,0,23986,1,1.77,118300,1,0,117961,310997,1,0,1,1,120346,-2.894552593,5043,118458,118424,1,120344,1,1,1,1,1
2441,0,79167,1,1.77,118603,1,0,118602,119621,1,0,2,1,117888,-1.278697115,11556,117941,117887,1,117885,1,1,2,1,1
2480,0,43019,1,3.54,118041,1,0,117902,118044,1,11,1,1,118046,0.532494699,17614,118042,270488,1,118043,1,1,1,3,1
2482,0,837,1,1.77,118052,1,0,117961,117906,1,0,1,2,118322,0.31660659,54618,118992,290919,1,118321,1,1,2,1,1
2486,0,26923,1,1.77,118327,1,0,117961,121873,1,0,1,1,118786,2.675785723,85343,118933,290919,1,118784,1,1,1,21,1
2509,0,110601,1,5.31,118300,1,0,117961,117906,1,0,1,1,118322,-0.7287709,828,124816,290919,1,118321,1,1,1,9543,1
2511,0,27415,1,70.8,117917,1,0,117916,117886,1,0,1,1,117880,-0.953524431,53481,117884,19721,1,117879,1,1,1,5,1
2512,0,80728,1,44.25,121013,1,0,120864,269406,1,1,1,1,118399,0,3811,118395,118398,1,118396,1,1,1,2,1
2537,0,51986,1,1.77,117962,1,0,117961,217527,1,0,1,14,128231,0.815737654,52687,118910,4673,1,128230,1,1,1,1,1
2538,0,278392,1,1.77,118300,1,0,117961,123413,1,1,1,1,118836,-1.048709514,51124,118631,118424,1,118834,1,1,1,1,1
2594,0,43137,1,1.77,118121,1,0,118120,123191,1,61,1,1,123192,0.256988615,17111,117878,19721,1,123191,1,1,1,1,1
2613,0,44654,1,1.77,118343,1,0,117961,279443,1,0,1,1,118779,-2.983448029,15784,128639,308574,1,118777,2,1,1,2,1
2615,0,45299,1,1.77,118300,1,0,117961,118443,1,0,1,1,118055,2.993731965,17261,118833,117887,1,118054,1,1,1,1,1
2625,0,18071,1,1.77,118041,1,0,117902,280788,1,0,1,1,119082,3.273004474,7710,117945,292795,1,280788,1,1,2,1,1
2628,0,79341,1,5.31,118170,1,0,118169,125711,1,2,1,1,117948,1.305325553,2855,119262,292795,1,117946,1,1,1,1,2
2667,0,14353,1,3.54,118096,1,0,118095,125652,1,1,1,1,118570,1.046672756,21160,117920,19721,1,118568,1,1,1,2,1
2680,0,82369,1,3.54,118327,1,0,117961,240983,1,0,1,2,117908,-3.051654932,4589,120383,290919,1,117905,1,1,1,49,1
2709,0,76872,1,1.77,118343,1,0,117961,117906,1,0,1,53,118322,-1.407487623,17514,121747,290919,1,118321,1,1,1,488,1
2732,0,16932,1,1.77,118225,1,0,117961,123784,1,0,1,2,118565,0,3270,122870,270488,1,118563,1,1,1,3,1
2746,0,33232,1,1.77,118052,1,0,117961,117906,1,1,1,7,118322,0.37731843,1350,120096,290919,1,118321,1,1,1,7,1
2781,0,23095,1,3.54,118413,9,0,117961,117906,1,0,1,3,118786,-4.358634493,3005,118481,290919,1,118784,1,1,1,1,1
2790,0,41409,1,61.95,120216,1,0,118582,267952,1,0,1,1,117900,-0.76130611,60796,117895,19721,1,117899,1,1,1,2,1
2794,0,75833,1,40.71,118343,1,0,117961,310984,1,0,1,4,120499,0,4951,120126,118424,1,120497,1,1,1,5,1
2824,0,80500,1,1.77,118446,1,0,117961,121873,1,4,2,3,118786,0.628103298,5919,16232,290919,1,118784,1,1,1,1,1
2829,0,33323,1,1.77,118225,1,0,117961,123784,1,2,1,1,120099,1.705323831,3270,119781,270488,1,120097,1,1,1,1,1
2834,0,18518,1,1.77,118327,2,0,117961,117906,1,1,1,5,118322,0,5899,120318,290919,1,118321,1,1,1,1,1
2883,0,27830,1,1.77,118220,1,0,118219,117897,1,0,1,1,117900,3.59445268,71279,118221,19721,1,117899,1,1,1,2,1
2889,0,30582,1,1.77,118574,1,0,118573,130573,1,0,1,1,118997,-2.107823115,7684,118623,292795,1,118995,1,1,1,1,1
2921,0,33239,1,1.77,117903,1,0,117902,118368,1,2,1,1,117973,-1.583454107,1725,118507,117887,1,179731,1,1,1,131,1
2967,0,56129,1,1.77,119091,1,0,119062,311618,1,0,1,3,118319,4.026588524,27759,123125,118205,1,118318,1,1,1,1,1
2984,0,75077,1,3.54,119171,1,0,119170,119173,1,1,1,4,136702,-0.081694353,75115,118464,124487,1,136701,1,1,1,19,1
3001,0,80724,1,1.77,118225,1,0,117961,118448,1,0,1,1,118322,0,4549,120050,290919,1,118321,1,1,1,3,1
3052,0,25304,1,3.54,118178,1,0,118555,119727,1,0,1,4,117948,-1.383908516,46637,119262,292795,1,117946,1,1,1,3,1
3058,0,16766,1,3.54,118225,1,0,117961,123784,1,0,1,1,120099,0.439731848,3270,119781,270488,1,120097,1,1,1,9,1
3104,0,82375,1,1.77,118413,1,0,117961,117906,1,6,1,1,118322,0,51761,120370,290919,1,118321,1,1,1,12,1
3129,0,40068,1,7.08,118300,1,0,117961,223125,1,1,1,1,118836,-2.789646412,4909,118458,118424,1,118834,1,1,1,2,1
3154,0,74282,1,1.77,118327,1,0,117961,310608,1,0,1,1,118525,0.896787686,25262,118320,118331,1,118523,1,1,1,2,1
3161,0,52014,1,3.54,117962,1,0,117961,117906,1,0,1,1,118322,0,7370,118481,290919,1,118321,1,2,1,1,1
3184,0,23967,1,1.77,118052,1,0,117961,240983,1,1,1,3,118322,0,4084,118992,290919,1,118321,1,1,1,3,1
3211,0,45336,1,3.54,130600,1,0,119062,117906,2,0,1,43,117908,-0.212077378,4743,120663,290919,1,117905,1,1,1,2,1
3234,0,28073,1,1.77,118300,1,0,117961,162825,1,0,1,5,119353,0,3245,121216,3130,1,119351,1,1,1,1,2
3254,0,35450,1,1.77,118170,1,0,118169,310843,1,0,1,1,117948,-0.959772404,15510,125857,292795,1,117946,1,1,1,145,1
3257,0,38709,1,1.77,118080,1,0,118079,118177,1,0,1,1,117880,0.824576615,56606,117878,19721,2,117879,1,1,1,11,1
3293,0,18417,1,3.54,118446,1,0,117961,168365,1,0,1,4,118319,-2.05225308,17728,119986,118205,1,118318,1,1,1,2,1
3309,0,73992,1,1.77,118300,1,0,117961,117906,1,0,1,2,118322,4.575338617,4341,118957,290919,1,118321,1,1,2,4,1
3334,0,23496,1,3.54,118413,1,0,117961,117906,1,0,1,1,118322,-3.396888743,51761,120370,290919,2,118321,1,1,1,2,1
3340,0,19750,1,1.77,118386,1,0,117961,117906,1,0,1,1,118322,-1.455726385,71171,123844,290919,1,118321,1,1,1,3,1
3341,0,27796,1,1.77,118386,1,0,117961,117906,1,0,1,1,118322,0,7651,118746,290919,1,118321,1,1,1,2,1
3367,0,6920,1,1.77,119091,1,0,119062,155022,1,0,1,2,153959,-2.14926,3048,119734,118667,1,153957,1,1,1,1,1
3376,0,78434,1,1.77,118220,1,0,118219,117897,1,0,1,1,117880,0,56763,118008,19721,1,117879,1,1,1,1,1
3381,0,93609,1,3.54,118327,1,0,117961,153838,1,2,1,2,126822,-1.407808791,27219,123631,118638,1,126820,1,1,1,18,1
3392,0,75949,1,1.77,118327,1,0,117961,279443,1,0,1,1,118779,1.807815527,858,118529,308574,1,118777,1,1,1,2,1
3415,0,29259,2,1.77,118413,5,0,117961,117906,1,1,1,3,118322,0.334856431,51007,120526,290919,1,118321,1,1,1,4,1
3423,0,76830,1,3.54,118052,1,0,117961,118959,1,0,1,1,120774,-1.294515759,49574,118391,118960,1,120773,1,1,1,2,2
3436,0,18253,1,1.77,118386,1,0,117961,126485,1,0,1,1,121596,1.66982176,14798,118746,4673,1,121594,1,1,1,3,1
3437,0,940,1,3.54,118300,1,0,117961,117906,1,0,1,1,118322,0,1915,119181,290919,1,118321,1,1,1,1,1
3445,0,21750,1,15.93,118386,1,0,117961,117906,1,0,1,1,118322,0,70062,118746,290919,1,118321,1,1,1,1,1
3454,0,26815,1,3.54,118300,1,0,117961,168365,1,0,1,1,118319,3.761034061,5518,118514,118205,1,118318,1,1,1,3,1
3455,0,20230,1,5.31,119281,1,0,119280,132803,1,0,2,1,118132,-3.9337471,15557,117945,118131,1,118129,1,1,1,21,1
3469,0,42084,1,5.31,118343,1,0,117961,122058,1,0,1,1,118687,-1.262013287,55805,118856,308574,1,118685,1,1,2,1,1
3483,0,1286,1,1.77,118413,1,0,117961,118959,1,0,1,3,120774,-1.193466577,2270,120584,118960,1,120773,1,1,1,12058,1
3492,0,37792,1,1.77,118316,1,0,118315,126747,1,0,1,1,119851,-2.627148254,4403,129128,118638,1,119849,1,1,1,4,1
3496,0,34986,1,1.77,118300,1,1,117961,310997,1,0,1,1,120346,2.621185413,5043,118458,118424,1,120344,1,1,1,1,1
3509,0,33053,1,1.77,118300,1,0,117961,153802,1,0,1,7,118454,1.252797099,14855,123719,118453,1,118451,2,1,1,45,1
3525,0,25286,7,1.77,118386,1,0,117961,117906,1,1,1,18,118322,1.115217646,18211,119214,290919,1,118321,1,1,1,2,1
3541,0,80198,1,1.77,118225,1,0,117961,117906,1,10,1,1,118322,1.87502015,6199,120663,290919,1,118321,1,1,1,2,1
3545,0,7542,1,1.77,118300,1,0,117961,118260,1,0,2,1,118261,-0.536684533,4554,118514,290919,1,118259,1,1,1,381,1
3562,0,42709,1,1.77,118257,1,0,118256,286106,1,2,1,42,118997,1.418464196,15484,118623,292795,1,118995,1,1,1,3,1
3579,0,73143,1,3.54,118291,1,0,118290,253147,1,0,1,1,126087,1.866519855,2437,19772,119221,1,126085,1,3,1,3,1
